"hauljoin","region","subregion","vessel","cruise","haul","year","month","station","lon","lat","bdepth","btemp","slope","aspectE","aspectN","curve","bcurrentU","bcurrentV","bcurrentUSD","bcurrentVSD","tmax","phi","BPI","sponge","coral","pen","area","area.1","salshark","j_dogfish","a_dogfish","sleeper","j_big_sk","a_big_sk","j_ber_sk","a_ber_sk","j_long_sk","a_long_sk","j_mud_sk","a_mud_sk","j_ak_sk","a_ak_sk","j_alt_sk","a_alt_sk","j_white_sk","a_white_sk","sanddab","ej_atf","j_atf","a_atf","j_kam","a_kam","j_turbot","a_turbot","halibut","ej_fhs","j_fhs","a_fhs","j_berfl","a_berfl","slender","arctics","j_petrale","a_petrale","ej_english","j_english","a_english","ej_dover","j_dover","a_dover","deepsea","ej_rex","j_rex","a_rex","ej_yfs","j_yfs","a_yfs","lhdab","j_sakahalin","a_sakahalin","ej_starry","j_starry","a_starry","j_sands","a_sands","ej_nrs","j_nrs","a_nrs","j_srs","a_srs","ej_butter","a_butter","ej_akplce","j_akplce","a_akplce","ej_sable","j_sable","a_sable","pgrndr","j_yil","a_yil","j_great","a_great","j_bigmouth","a_bigmouth","a_pacsand","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","j_atka","a_atka","j_eula","a_eula","cap","j_ssth","a_ssth","bfth","j_lsth","a_lsth","j_rebs","a_rebs","j_rough","a_rough","j_bspot","a_bspot","ej_pop","j_pop","a_pop","j_slvrgrey","a_slvrgrey","copper","j_dark","a_dark","j_dusky","a_dusky","j_dblotch","a_dblotch","j_splitnose","a_splitnose","j_gstripe","a_gstripe","j_widow","a_widow","j_ytail","a_ytail","j_rose","a_rose","j_quill","a_quill","j_black","a_black","bgill","tiger","a_boca","j_canary","a_canary","j_north","a_north","j_rdstrp","a_rdstrp","j_yeye","a_yeye","j_rdband","a_rdband","j_strptail","a_strptail","j_hquin","a_hquin","pygmy","j_shchin","a_shchin","j_sraker","a_sraker","ymouth","tanner","snow","gking","rking","bking","octo"
-14766,"EBS","BS",94,201501,187,2015,7,"I-26",-1137172.24093075,1017321.31607444,144,4.1,0.106707118218765,0.319513067603111,0.192174576222897,-0.000217095041534776,-0.00058238476049155,0.00083885999629274,0.00639503705315292,0.00577302754390985,29.7222299575806,3.72832864522934,-0.68877974152565,0,0,0,0.052055497,0.052055497,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,0,206,33,76,0,0,0,1,0,87,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,40,62,7641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
-14738,"EBS","BS",94,201501,184,2015,7,"L-30",-1261172.24093075,1176321.31607444,141,3.6,0.128610122948885,-0.0601185027044266,-0.996068507432938,1.88554258784279e-06,0.0132513856515288,-0.00101838339469396,0.00392032752279192,0.00845535937696695,27.6328287124634,4.07506036758423,1.62693452835083,0.232,0,0,0.05398079,0.05398079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,20,9,0,0,0,1,27,230,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,11,2,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0
-14737,"EBS","BS",94,201501,183,2015,7,"M-30",-1253772.24093075,1213421.31607444,135,2.9,0.0781370226293802,0.548817491531372,0.819247531890869,-0.00012265882974134,-0.000717188487760723,-0.000567032498656772,0.00477959550917149,0.00638642534613609,21.3921360015869,5.0709171295166,0.149317109584808,0.307,0,0,0.054816762,0.054816762,0,0,0,0,0,0,1,0,0,0,0,0,5,7,0,0,0,0,0,0,60,89,14,1,0,0,2,10,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,9,225,541,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,2
-14736,"EBS","BS",94,201501,182,2015,7,"M-29",-1222772.24093075,1203421.31607444,134,2.8,0.0195351773872972,-0.856270682811737,0.486258322000504,-1.39070365548832e-05,-0.000396219830145128,-0.000388037928496487,0.00352489519864321,0.00609587403014302,23.4573719024658,4.92494134902954,0,0.263,0,0,0.05367531,0.05367531,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,56,45,28,0,0,0,1,42,639,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,15,103,257,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2
-14735,"EBS","BS",94,201501,181,2015,7,"N-29",-1210772.24093075,1238421.31607444,137,2.7,0.0245829045772552,0.701478219032288,0.32946742773056,-1.75199905243062e-05,-0.00102183738490567,-0.00109444912523031,0.00435639638453722,0.00441650943830609,21.4634693145752,5.93940362930298,0,0,0,0,0.0513798,0.0513798,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,15,23,18,0,0,0,1,62,196,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,6,22,206,204,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0
-14734,"EBS","BS",94,201501,180,2015,7,"N-28",-1175172.24093075,1226321.31607444,133,2.8,0.013204830698669,-0.285921089351177,0.934005439281464,-1.391226760461e-07,-0.000704164092894644,-0.000794264604337513,0.00435429788194597,0.00361408246681094,22.8859386444092,5.45539426803589,0,0,0,0,0.052549899,0.052549899,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,47,38,9,2,1,0,10,8,203,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,25,90,379,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,148,0,0,0,0
-14732,"EBS","BS",94,201501,178,2015,7,"O-28",-1164922.24093075,1262071.31607444,126,2.5,3.64091995032504,0.198334231972694,-0.14543130248785,-0.00929698699292203,-0.000783937561209314,-0.00032923930848483,0.00524628313723952,0.0050888245459646,22.3429460525513,6.30945670604706,-20.3410449028015,0,0,0,0.053697364,0.053697364,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,26,26,10,0,8,1,29,0,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,7,28,12,226,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3928,0,0,0,0
-14731,"EBS","BS",94,201501,177,2015,7,"P-28",-1162172.24093075,1300321.31607444,117,2,0.0672201188281178,-0.920743480324745,-0.266347292810678,1.93570922419894e-05,-0.000846429960802197,-0.000544513270142488,0.00616913964040577,0.0132605934049934,25.7222399711609,6.73049354553223,0.729176118969917,0,0,0,0.05259936,0.05259936,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,26,36,22,2,33,1,0,2,139,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,16,150,228,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
-14729,"EBS","BS",94,201501,175,2015,7,"Q-28",-1156922.24093075,1338071.31607444,112,1.2,0.0823637843132019,-0.313926296308637,0.787047624588013,-8.80162060639123e-05,-0.000996397458948195,-0.000723721386748366,0.0040117822936736,0.0113688453566283,24.2726283073425,6.25486493110657,-0.625194534659386,0,0,0,0.056910854,0.056910854,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,8,9,2,22,2,0,0,165,55,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,5,0,0,4,8,95,645,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0
-14728,"EBS","BS",94,201501,174,2015,7,"R-28",-1148422.24093075,1373571.31607444,107,0.8,0.195584859699011,-0.908669114112854,0.131470395252109,0.000341528140779701,-0.0011136949469801,-0.000592986863921396,0.00820572744123638,0.00904602650552988,26.3172225952148,6.67157852649689,3.9921749830246,0,0,0,0.052977439,0.052977439,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,15,0,26,4,0,0,27,74,83,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,261,382,1600,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
-14727,"EBS","BS",94,201501,173,2015,7,"S-28",-1140772.24093075,1411421.31607444,102,0.7,0.0812870569527149,-0.519724851846695,-0.536956405639648,-0.00018507740496716,-0.000989012792706489,-0.000415578245883808,0.0238727550953627,0.0220402304083109,28.0061450958252,7.02870559692383,-1.48628525733948,0,0,0,0.05133753,0.05133753,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,2,2,14,1,0,0,13,5,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,13,243,542,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0
-14726,"EBS","BS",94,201501,172,2015,7,"S-27",-1105672.24093075,1400821.31607444,92,-0.6,0.0684683192521334,0.501234484370798,-0.627947958302684,-5.60616090297117e-05,-0.000891101968591101,-0.000302110202028416,0.00489373842719942,0.00402445299550891,28.4426741600037,6.4099737405777,-0.0479782735928893,0,0,0,0.055890927,0.055890927,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,117,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,1,64,19,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0
-14725,"EBS","BS",94,201501,171,2015,7,"T-27",-1101772.24093075,1437421.31607444,88,-1.5,0.0560271590948105,-0.328925597667694,-0.000696948170661926,-0.000118464215483982,-0.000635247793979943,-6.99112271831837e-05,0.00343072866089642,0.00238370455335826,26.2805377960205,6.3296573638916,-1.53413332700729,0,0,0,0.052272,0.052272,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,11,0,243,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0
-14724,"EBS","BS",94,201501,170,2015,7,"U-27",-1094172.24093075,1474321.31607444,85,-1.3,0.0231230217032135,0.739517387002707,-0.0898430701345205,-7.21807191439439e-06,-0.000496763008413836,-0.000154015615407843,0.00654059019871056,0.00456126756034791,23.7650051116943,6.21479690074921,0,0,0,0,0.05191374,0.05191374,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0
-14723,"EBS","BS",94,201501,169,2015,7,"U-26",-1059172.24093075,1461821.31607444,77,-1.3,0.0261461995542049,-0.984132826328278,-0.155634865164757,-1.0095733387061e-06,-0.000496734690386802,-0.000301880791084841,0.00177219009492546,0.00230110133998096,23.2621269226074,6.04706239700317,0,0,0,0,0.049375424,0.049375424,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,60,1,43,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,0,0,0,0
-14722,"EBS","BS",94,201501,168,2015,7,"T-26",-1067772.24093075,1425421.31607444,79,-1.5,0.0221723534166813,-0.791044211387634,-0.450634105503559,-3.33170080011769e-05,-7.5692696555052e-05,-0.000110043896711431,0.00332611221820116,0.00267833443358541,26.2393848419189,6.05540618896484,0,0,0,0,0.048576484,0.048576484,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,57,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0,0
-14721,"EBS","BS",94,201501,167,2015,7,"S-26",-1071372.24093075,1388021.31607444,83,-0.9,0.0269749898463488,-0.984476411342621,-0.158032746613026,6.11353185377084e-05,-8.93556665687356e-05,-0.000445976201444864,0.00335742379538715,0.00449816882610321,29.0226589202881,6.27690277099609,0,0,0,0,0.048230802,0.048230802,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,5,0,84,0,4568,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,0,0,0,0
-14720,"EBS","BS",94,201501,166,2015,7,"R-25",-1045572.24093075,1341221.31607444,67,0,0.0707163400948048,-0.534630730748177,0.522933840751648,-0.000116993958363309,0.00230092727579176,0.00115777992177755,0.00658184476196766,0.0062119790352881,33.8991096496582,2.80659732818604,-0.698291993141174,0.136,0,0,0.05043645,0.05043645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,21,0,0,0,0,0,0,7,2,0,0,0,1,19,9,143,3,415,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193,0,0,1,0
-14719,"EBS","BS",94,201501,165,2015,7,"R-26",-1082172.24093075,1352321.31607444,86,-0.8,0.0518480539321899,-0.843399077653885,-0.506238266825676,-1.81117975444067e-05,-0.000728330895071849,-0.000161824413225986,0.0036218260647729,0.00577355432324111,29.8467273712158,6.37042951583862,-0.744638025760651,0,0,0,0.049743285,0.049743285,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,90,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,1340,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,0,0,0,0
-14718,"EBS","BS",94,201501,164,2015,7,"R-27",-1115372.24093075,1363021.31607444,98,-0.2,1.04415847063065,-0.550055384635925,0.266551170498133,0.00172458213855862,-0.000849018897861242,-0.000500166579149663,0.00224478631280363,0.00718970466405153,28.2593330383301,7.22173480987549,-3.22612290382385,0,0,0,0.052263736,0.052263736,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,37,34,80,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,7,0,98,38,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0
-14717,"EBS","BS",94,201501,163,2015,7,"Q-27",-1121422.24093075,1325571.31607444,103,0.7,0.124785217340104,-0.586824260652065,-0.610720414668322,3.25261657962983e-06,-0.000784595613367856,-0.000654172195936553,0.00374120223568752,0.00267963478108868,25.6624779701233,6.94415307044983,2.52424895763397,0,0,0,0.050929956,0.050929956,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,15,0,0,0,101,55,35,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,0,13,14,138,67,1771,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
-14716,"EBS","BS",94,201501,148,2015,7,"N-27",-1140772.24093075,1215421.31607444,120,2.1,0.0204452093690634,-0.566817665100098,0.790473699569702,-5.27415029864642e-05,-0.000762583897449076,-0.000952230847906321,0.00549103375524282,0.00752021847292781,25.6117862701416,5.45139436721802,0,3.592,0,0,0.052680576,0.052680576,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,12,21,26,0,2,0,3,78,76,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,1,0,0,0,16,16,138,753,275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,120,0,0,1,0
-14715,"EBS","BS",94,201501,147,2015,7,"N-26",-1106572.24093075,1205221.31607444,110,1.3,0.0147810186259449,-0.751237618923187,0.135100424289703,-3.29858573877573e-05,-0.000999162741936743,-0.000504183396697044,0.00469575645402074,0.00534823881462216,28.0841384887695,5.98400268554687,0,2.905,0,0,0.052089336,0.052089336,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,7,26,20,2,14,2,0,12,77,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,38,38,51,386,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,1,0
-14714,"EBS","BS",94,201501,162,2015,7,"P-27",-1126572.24093075,1288221.31607444,109,0.6,0.531268411874771,0.98526052236557,-0.10009732618928,0.000293094485823531,-0.000604137126356363,-0.00102454025764018,0.00282827722840011,0.00186951945070177,25.2624183654785,6.79941701889038,6.88276891708374,0,0,0,0.052153286,0.052153286,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,2,4,16,4,28,1,0,5,185,18,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,4,0,0,12,7,111,66,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0
-14713,"EBS","BS",94,201501,161,2015,7,"QP2726",-1107172.24093075,1301821.31607444,100,0.5,0.397524709502856,-0.838029066721598,0.0479419728120168,7.55774284092088e-05,-0.000774893017175297,-0.000960946975586315,0.00318195461295545,0.00816851621493697,26.4328575134277,6.72182750701904,1.76291177483896,0,0,0,0.048976604,0.048976604,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,2,0,0,7,2,2,2,145,33,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,2,5,0,0,7,7,129,44,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0
-14712,"EBS","BS",94,201501,160,2015,7,"Q-26",-1086172.24093075,1314821.31607444,90,-0.8,0.0634162134180466,0.191477270486454,0.821508596340815,-2.91539608952007e-05,-0.00115881130720178,-0.000809486567353209,0.00530484582607945,0.00811049683640401,27.0565706888835,5.77355035146077,-1,0,0,0,0.052645416,0.052645416,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,20,6,37,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,18,0,1267,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
-14711,"EBS","BS",94,201501,159,2015,7,"Q-25",-1053172.24093075,1299321.31607444,63,0.2,0.0782779194414616,-0.786487698554993,-0.450060769915581,5.74960540689062e-05,-0.000552706274902448,0.000206269985937979,0.00818981509655714,0.00476549821905792,27.9199590682983,3.8492579460144,0,22.566,0,0,0.024565915,0.024565915,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,5,2,49,1,1213,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,4,0
